Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
EdgeUp,19804351,America/Los_Angeles,EdgeUp 2026 Frontend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,28-Feb-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anwesh
EdgeUp,30607101,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI - 2nd Mid-March 2026",28-Feb-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
EdgeUp,125141951,US/Pacific,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,28-Feb-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Sanjana
EdgeUp Step Up,199527704587,America/Los_Angeles,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-March 2026,28-Feb-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Arshia
New ML,200235308615,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,28-Feb-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Nishtha
Level Up,203084929339,America/Chicago,Technical Program Manager Interview Prep Program,TPM Interview Prep - 2nd Mid-March 2026,28-Feb-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anjali
Agentic SkillUp,14242789,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-March 2026,1-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded Via Calendly,,Muskan
EdgeUp Step Up,194150784066,US/Pacific,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Arshia
EdgeUp,201196789559,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-April 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arush
EdgeUp,205510261166,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,1-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
EdgeUp,205627615781,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arush
EdgeUp,206131328018,America/New_York,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Machine Learning Interview Prep - 2nd Mid-March 2026,1-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
EdgeUp Step Up,206278667390,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,2-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Suraj
Level Up,9306766,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - End-March 2026,3-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
Agentic SkillUp,121625301,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Sharon
EdgeUp Step Up,181786753,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),"Applied Agentic AI for SWEs - Early-July 2026
",3-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
Level Up,374527551,America/Los_Angeles,Technical Program Manager Interview Prep Program,TPM Interview Prep - 2nd Mid-March 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
Advanced ML,106167264383,America/Phoenix,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-March 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,VM - 4 Attempts,,Sanjana
EdgeUp,196251802634,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,3-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Arush
EdgeUp Step Up,204879761413,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),EdgeUp StepUp Cohort,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
EdgeUp Step Up,205216585984,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-April 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Suraj
Agentic SkillUp,205749753483,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,2-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Muskan
Level Up,9558504,America/Los_Angeles,Data Engineering Interview Prep Program,Data Engineering Interview Prep - 2nd Mid-March 2026,3-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
Agentic SkillUp,510881951,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-March 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Manish
New ML,51762889531,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-March 2026,3-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Incomplete OB,,Kamal
EdgeUp,198256064850,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - 2nd Mid-March 2026
",4-Mar-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Disha
Advanced ML,205044096064,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-March 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Archi
EdgeUp,205837417605,America/Kentucky/Louisville,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-March 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
Agentic SkillUp,205838129452,America/Chicago,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - 2nd Mid-March 2026,3-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Muskan
EdgeUp Step Up,205892356156,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),"Self-Paced Backend FastTrack",3-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
New ML,205999890236,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,4-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Nishtha
EdgeUp,206062995716,America/Los_Angeles,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Machine Learning Interview Prep - 2nd Mid-March 2026,3-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
EdgeUp,206839077520,America/Denver,EdgeUp 2026 AWS Cloud Solutions Architect LevelUp Program (with Agentic AI Interview Prep),Cloud Interview Prep - Early-April 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Sharon
Step Up,206861439851,America/Chicago,Backend Interview Prep Fast Track Program,Self-Paced Backend FastTrack,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Disha
Advanced ML,40415451,US/Pacific,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,5-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,,Anwesh
EdgeUp Step Up,123714551,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Ajil
EdgeUp,357219513,America/Los_Angeles,EdgeUp Product Manager (Tech) LevelUp Program (with Agentic AI),Product Management Interview Prep - Mid-March 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
EdgeUp Step Up,247297151,America/New_York,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI - 2nd Mid-March 2026",5-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
Paid Upgrade,206780689519,America/Los_Angeles,Career Skills Program,Career Skills Pathway - Early-April 2026,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Arshia
Step Up,206874161722,America/New_York,Product Management Interview Prep Fast Track Program,Self-Paced Product Management FastTrack,4-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Zeeshan
EdgeUp Step Up,204634214220,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-April 2026,3-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Arshia
New ML,227601801,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,	CLIMBCREDIT,Onboarded,,Safoora
EdgeUp,184608810126,-,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,	CLIMBCREDIT,Onboarded,,Sanjana
New ML,9546927,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,CLIMBCREDIT,VM - 4 Attempts,,Archi
Agentic SkillUp,218584301,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-March 2026,6-Mar-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Sanjana
EdgeUp Step Up,119931363088,America/Los_Angeles,EdgeUp 2026 Machine Learning StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arshia
New ML,203384421729,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-March 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
EdgeUp,206000203929,America/Los_Angeles,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Product Management Interview Prep - 2nd Mid-April 2026,6-Mar-2026,Flexipay_has_time_to_pay,DEPOSIT_PAID,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Arshia
AI/DS SwitchUp,207433305649,America/Los_Angeles,AI Data Science SwitchUp Program,AI Data Science SwitchUp - Early-April 2026,6-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Safoora
EdgeUp Step Up,155490941955,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),,7-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anjali
DL & Gen AI Specialisation,206985746435,America/Los_Angeles,Advanced Deep Learning & Generative AI Specialisation Program,Advanced Machine Learning Program - End-March 2026,6-Mar-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_CARD,Onboarded,,Safoora
Advanced ML,207571090965,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-March 2026,7-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Incomplete OB,,Manish
EdgeUp Step Up,9627715,America/Chicago,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,8-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Incomplete OB,,Anjali
Step Up,205381705238,America/Los_Angeles,Site Reliability Engineering Interview Prep Fast Track Program,"Self-Paced SRE FastTrack
",8-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Arshia
EdgeUp,581168051,America/New_York,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Data Engineering Interview Prep - End-April 2026,8-Mar-2026,has_time_to_pay,DEPOSIT_PAID,Fully Paid,ACH_TRANSFER,Onboarded,,Arush
EdgeUp Step Up,206518159704,America/Chicago,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-March 2026,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Arshia
New ML,207754697044,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,9-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Muskan
Step Up,207776510064,America/Denver,Product Management Interview Prep Fast Track Program,Self-Paced Product Management FastTrack,8-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,PAYPAL,Onboarded,,Pragya
EdgeUp Step Up,9599059,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,9-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,CLIMBCREDIT,Incomplete OB,,Anjali
EdgeUp,78676201,America/New_York,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Arush
EdgeUp Step Up,498279601,America/Los_Angeles,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,9-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
EdgeUp,545115901,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - 2nd Mid-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Muskan
Step Up,88815821936,America/New_York,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Ajil
EdgeUp Step Up,113130756200,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Anjali
Level Up,123085020821,America/Los_Angeles,Fullstack Engineering Interview Prep Program,Fullstack Interview Prep - 2nd Mid-March 2026,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
EdgeUp,180337827714,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Fullstack Interview Prep - 2nd Mid-March 2026,9-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Kamal
New ML,206038181803,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
EdgeUp Step Up,206240673608,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Self-Paced TPM FastTrack,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
New ML,206635618718,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Nishtha
Step Up,206782240895,America/Los_Angeles,Data Analyst & Business Analyst Interview Prep Fast Track Program,Self-Paced Data Analyst & Business Analyst FastTrack,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Suraj
EdgeUp,207202896910,America/Chicago,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,9-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,Onboarded,,Manish
EdgeUp,207218419069,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - 2nd Mid-March 2026,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Incomplete OB,,Kamal
New ML,207731371567,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Manish
EdgeUp Step Up,208051310135,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd End-March 2026,9-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Ajil
Level Up,208083750008,America/New_York,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - 2nd Mid-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Anjali
New ML,9275568,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
EdgeUp,9551299,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
Level Up,176505851,America/Los_Angeles,Technical Program Manager Interview Prep Program,TPM Interview Prep - Early-April 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Suraj
Agentic SkillUp,312801901,America/Los_Angeles,Applied Agentic AI Program for PM/TPM,,10-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,STRIPE_CARD,VM - 4 Attempts,,Sharon
Agentic SkillUp,8906777738,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Archi
Agentic SkillUp,14237763,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Nishtha
Step Up,204410039062,America/Chicago,Product Management Interview Prep Fast Track Program,"Self-Paced Product Management FastTrack",11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,has_time_to_pay,STRIPE_CARD,Onboarded,,Ajil
New ML,205707195303,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,10-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Archi
EdgeUp Step Up,207907889763,America/Los_Angeles,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI for SWEs - 2nd End-March 2026",11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
New ML,207956246193,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Kamal
EdgeUp,208273111327,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),"Backend Interview Prep - End-March 2026
",10-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Disha
Level Up,208314628217,America/Los_Angeles,Test Engineering (W/o System Design) Interview Prep Program,Test Engineering DSA Interview Prep - Early-April 2026,11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,CLIMBCREDIT,Onboarded,,Suraj
EdgeUp,9285646,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - 2nd Mid-March 2026,11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,STRIPE_CARD,Onboarded,,Safoora
Step Up,521338351,America/New_York,Machine Learning Interview Prep Fast Track Program,"Self-Paced Machine Learning FastTrack
",11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Disha
EdgeUp Step Up,54580542514,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI - 2nd Mid-March 2026
",11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Disha
EdgeUp Step Up,102178062992,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-April 2026,12-Mar-2026,has_dropped_out,DEPOSIT_PAID,has_time_to_pay,,Onboarded,,Zeeshan
EdgeUp,145526974557,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-March 2026,11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Anwesh
EdgeUp,155643541164,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,11-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Ajil
AI/DS SwitchUp,204756566335,America/Chicago,AI Data Science SwitchUp Program (w/o Interview Prep),AI Data Science SwitchUp - Early-April 2026,12-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Archi
Step Up,205367050071,America/Los_Angeles,Site Reliability Engineering Interview Prep Fast Track Program,"Self-Paced SRE FastTrack",10-Mar-2026,has_dropped_out,DEPOSIT_PAID,has_time_to_pay,,Onboarded,,Suraj
New ML,206692421810,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Archi
New ML,207086901337,America/Detroit,Machine Learning Program (with Agentic AI),No Cohort,12-Mar-2026,has_dropped_out,DEPOSIT_PAID,Potential Drop,STRIPE_MANUAL_PAYMENT,Incomplete OB,,Kamal
EdgeUp,207570576516,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-April 2026
",11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,,Onboarded,,Zeeshan
Level Up,207786796887,America/Chicago,Frontend Engineering Interview Prep Program,Frontend Interview Prep - End-March 2026,11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
EdgeUp,207884966984,America/Los_Angeles,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Data Engineering Interview Prep - End-March 2026,11-Mar-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Arshia
Agentic SkillUp,207942287283,America/New_York,Applied Agentic AI Program,Applied Agentic AI - 2nd Mid-March 2026,11-Mar-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,STRIPE_MANUAL_PAYMENT,Onboarded,,Manish
EdgeUp,208375247491,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-March 2026,11-Mar-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sharon
Agentic SkillUp,9557101,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd End-March 2026,11-Mar-2026,has_dropped_out,DEPOSIT_PAID,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Kamal
